220	#смеется#	#смеется#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#297.727#298.352
221	да	да	CCONJ	_	_	_	_	_	lk1990f-words#@lk1990f#299.125#299.376
222	пожалуйста	пожалуйста	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#299.376#299.627
223	пожалуйста	пожалуйста	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#299.627#299.878
224	что	что	SCONJ	_	_	_	_	_	lk1990f-words#@lk1990f#299.878#300.129
225	у	у	ADP	_	_	_	_	_	lk1990f-words#@lk1990f#300.129#300.38
226	тебя	ты	PRON	_	Case=Gen|Number=Sing|Person=2	_	_	_	lk1990f-words#@lk1990f#300.38#300.631
227	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#300.631#300.882
228	в	в	ADP	_	_	_	_	_	lk1990f-words#@lk1990f#300.882#301.133
229	детстве?	детстве?	SYM	_	_	_	_	_	lk1990f-words#@lk1990f#301.133#301.389
230	#смеется#	#смеется#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#311.54#312.54
231	женский	женский	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#314.933#315.266
232	пол	пол	NUM	_	_	_	_	_	lk1990f-words#@lk1990f#315.266#315.599
233	женский	женский	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#315.599#315.933
234	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	lk1990f-words#@lk1990f#322.435#322.665
235	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	lk1990f-words#@lk1990f#322.665#322.895
236	сказала	сказать	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#322.895#323.125
237	что	что	PRON	_	Case=Acc	_	_	_	lk1990f-words#@lk1990f#323.125#323.355
238	замуж	замуж	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#323.355#323.585
239	вышла	выйти	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#323.585#323.818
240	#смеется#	#смеется#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#325.86#326.195
241	а	а	CCONJ	_	_	_	_	_	lk1990f-words#@lk1990f#326.195#326.53
242	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#326.53#326.865
243	твой	твой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#326.865#327.2
244	в	в	ADP	_	_	_	_	_	lk1990f-words#@lk1990f#327.2#327.535
245	чем?	чем?	PUNCT	_	_	_	_	_	lk1990f-words#@lk1990f#327.535#327.87
246	что	что	SCONJ	_	_	_	_	_	lk1990f-words#@lk1990f#327.87#328.205
247	вот	вот	PART	_	_	_	_	_	lk1990f-words#@lk1990f#328.205#328.54
248	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	lk1990f-words#@lk1990f#328.54#328.88
249	а	а	CCONJ	_	_	_	_	_	lk1990f-words#@lk1990f#329.462#329.666
250	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	lk1990f-words#@lk1990f#329.666#329.87
251	пока	пока	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#329.87#330.075
252	продолжаем	продолжать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#330.715#331.151
253	#смеется#	#смеется#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#334.464#334.934
254	/	/	PUNCT	_	_	_	_	_	lk1990f-words#@lk1990f#334.934#335.404
255	вопросов	вопрос	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	lk1990f-words#@lk1990f#335.404#335.875
256	слушай	слушать	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#337.411#337.718
257	кстати	кстати	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#337.718#338.025
258	а	а	CCONJ	_	_	_	_	_	lk1990f-words#@lk1990f#338.025#338.332
259	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	lk1990f-words#@lk1990f#338.332#338.639
260	знаешь	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#338.639#338.946
261	вот	вот	PART	_	_	_	_	_	lk1990f-words#@lk1990f#338.946#339.253
262	такая	такой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#339.253#339.56
263	фишка	фишка	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#339.56#339.867
264	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#339.867#340.174
265	что	что	SCONJ	_	_	_	_	_	lk1990f-words#@lk1990f#340.174#340.481
266	многие	много	NUM	_	_	_	_	_	lk1990f-words#@lk1990f#340.481#340.788
267	аа	а	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#340.788#341.095
268	знаменитые	знаменитый	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	lk1990f-words#@lk1990f#341.095#341.402
269	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	lk1990f-words#@lk1990f#341.402#341.709
270	аа	ао	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#341.709#342.016
271	скрывают	скрывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#342.016#342.323
272	свой	свой	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#342.323#342.63
273	статус	статус	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#342.63#342.937
274	вообще	вообще	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#342.937#343.244
275	личный	личный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#343.244#343.551
276	ну	ну	PART	_	_	_	_	_	lk1990f-words#@lk1990f#343.551#343.858
277	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	lk1990f-words#@lk1990f#343.858#344.165
278	так	так	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#344.165#344.472
279	покло...	покло...	PROPN	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#344.472#344.779
280	ну	ну	PART	_	_	_	_	_	lk1990f-words#@lk1990f#344.779#345.086
281	особенно	особенно	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#345.086#345.393
282	у	у	ADP	_	_	_	_	_	lk1990f-words#@lk1990f#345.393#345.7
283	мужчин	мужчина	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	lk1990f-words#@lk1990f#345.7#346.007
284	такая	такой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#346.007#346.314
285	фишка	фишка	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#346.314#346.621
286	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	lk1990f-words#@lk1990f#346.621#346.928
287	не	не	PART	_	_	_	_	_	lk1990f-words#@lk1990f#346.928#347.235
288	показывают	показывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#347.235#347.542
289	своих	свой	DET	_	Case=Gen|Number=Plur	_	_	_	lk1990f-words#@lk1990f#347.542#347.849
290	девушек/	девушек/	PUNCT	_	_	_	_	_	lk1990f-words#@lk1990f#347.849#348.156
291	не	не	PART	_	_	_	_	_	lk1990f-words#@lk1990f#348.156#348.463
292	показывают	показывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#348.463#348.77
293	своих	свой	DET	_	Case=Gen|Number=Plur	_	_	_	lk1990f-words#@lk1990f#348.77#349.077
294	жен	жена	NOUN	_	Animacy=Anim|Case=Gen|Gender=Fem|Number=Plur	_	_	_	lk1990f-words#@lk1990f#349.077#349.384
295	не	не	PART	_	_	_	_	_	lk1990f-words#@lk1990f#349.384#349.691
296	рассказывают	рассказывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#349.691#349.998
297	свой	свой	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#349.998#350.305
298	вот	вот	PART	_	_	_	_	_	lk1990f-words#@lk1990f#350.305#350.612
299	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	lk1990f-words#@lk1990f#350.612#350.919
300	вот/	вот/	PUNCT	_	_	_	_	_	lk1990f-words#@lk1990f#350.919#351.226
301	в	в	ADP	_	_	_	_	_	lk1990f-words#@lk1990f#351.226#351.533
302	активном	активный	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#351.533#351.84
303	поиске	поиск	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#351.84#352.147
304	у	у	ADP	_	_	_	_	_	lk1990f-words#@lk1990f#352.147#352.454
305	них	они	PRON	_	Case=Gen|Number=Plur|Person=3	_	_	_	lk1990f-words#@lk1990f#352.454#352.761
306	все	весь	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	lk1990f-words#@lk1990f#352.761#353.068
307	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	lk1990f-words#@lk1990f#353.068#353.375
308	статус	статус	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#353.375#353.682
309	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	lk1990f-words#@lk1990f#353.682#353.989
310	фанатки	фанатка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#353.989#354.296
311	а	а	CCONJ	_	_	_	_	_	lk1990f-words#@lk1990f#354.296#354.603
312	не	не	PART	_	_	_	_	_	lk1990f-words#@lk1990f#354.603#354.91
313	отпадали	отпадать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#354.91#355.217
314	вот	вот	PART	_	_	_	_	_	lk1990f-words#@lk1990f#355.217#355.524
315	у	у	ADP	_	_	_	_	_	lk1990f-words#@lk1990f#355.524#355.831
316	тебя	ты	PRON	_	Case=Gen|Number=Sing|Person=2	_	_	_	lk1990f-words#@lk1990f#355.831#356.138
317	такая	такой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#356.138#356.445
318	история	история	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#356.445#356.752
319	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#356.752#357.059
320	вообще	вообще	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#357.059#357.366
321	в	в	ADP	_	_	_	_	_	lk1990f-words#@lk1990f#357.366#357.673
322	голове?	голове?	SYM	_	_	_	_	_	lk1990f-words#@lk1990f#357.673#357.98
323	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	lk1990f-words#@lk1990f#357.98#358.287
324	надо?	надо?	PUNCT	_	_	_	_	_	lk1990f-words#@lk1990f#358.287#358.6
325	а	а	CCONJ	_	_	_	_	_	lk1990f-words#@lk1990f#359.266#359.528
326	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	lk1990f-words#@lk1990f#359.528#359.79
327	понятно	понятный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	lk1990f-words#@lk1990f#359.79#360.052
328	так	так	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#360.052#360.314
329	и	и	PART	_	_	_	_	_	lk1990f-words#@lk1990f#360.314#360.576
330	быть	быть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	lk1990f-words#@lk1990f#360.576#360.838
331	идея	идея	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#360.838#361.1
332	#смеется#	#смеется#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#365.171#365.507
333	ммм/	ммм/	PUNCT	_	_	_	_	_	lk1990f-words#@lk1990f#367.458#367.855
334	Саш	Саш	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#367.855#368.252
335	привет	привать	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#368.252#368.651
336	совместного	совместный	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#382.433#383.433
337	пути	путь	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#383.8#384.8
338	#смеется#	#смеется#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#384.864#385.0
339	угу	уга	NOUN	_	Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#389.676#389.82
340	как	как	SCONJ	_	_	_	_	_	lk1990f-words#@lk1990f#398.24#398.761
341	саша	сашый	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#398.761#399.282
342	муж	муж	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#399.282#399.803
343	твой	твой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#399.803#400.324
344	уже/	уже/	PUNCT	_	_	_	_	_	lk1990f-words#@lk1990f#400.324#400.845
345	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	lk1990f-words#@lk1990f#400.845#401.366
346	вас	вы	PRON	_	Case=Acc|Number=Plur|Person=2	_	_	_	lk1990f-words#@lk1990f#401.366#401.887
347	поздравляем/	поздравляем/	PUNCT	_	_	_	_	_	lk1990f-words#@lk1990f#401.887#402.408
348	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	lk1990f-words#@lk1990f#402.408#402.929
349	поздравляю/	поздравляю/	PUNCT	_	_	_	_	_	lk1990f-words#@lk1990f#402.929#403.45
350	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	lk1990f-words#@lk1990f#403.45#403.971
351	нет/а...	нет/а...	PROPN	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#403.971#404.492
352	относится	относиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	lk1990f-words#@lk1990f#404.492#405.013
353	к	к	ADP	_	_	_	_	_	lk1990f-words#@lk1990f#405.013#405.534
354	твоим	твой	DET	_	Case=Dat|Number=Plur	_	_	_	lk1990f-words#@lk1990f#405.534#406.055
355	постоянным	постоянный	ADJ	_	Case=Dat|Degree=Pos|Number=Plur	_	_	_	lk1990f-words#@lk1990f#406.055#406.576
356	переездам	переезда	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Plur	_	_	_	lk1990f-words#@lk1990f#406.576#407.097
357	там	там	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#407.097#407.618
358	гастролям/	гастролям/	PUNCT	_	_	_	_	_	lk1990f-words#@lk1990f#407.618#408.139
359	ненормированный	ненормированный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#408.139#408.66
360	да/	да/	PUNCT	_	_	_	_	_	lk1990f-words#@lk1990f#408.66#409.181
361	совсем	совсем	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#409.181#409.702
362	нестандартный	нестандартный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#409.702#410.223
363	образ	образ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#410.223#410.744
364	жизни	жизнь	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#410.744#411.28
365	или	или	CCONJ	_	_	_	_	_	lk1990f-words#@lk1990f#413.545#413.84
366	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	lk1990f-words#@lk1990f#413.84#414.135
367	стобой	стоба	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#414.135#414.43
368	всегда?	всегда?	SYM	_	_	_	_	_	lk1990f-words#@lk1990f#414.43#414.727
369	угу	уга	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#416.974#417.169
370	угу	уга	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#429.652#429.805
371	а	а	CCONJ	_	_	_	_	_	lk1990f-words#@lk1990f#432.413#432.667
372	у	у	ADP	_	_	_	_	_	lk1990f-words#@lk1990f#432.667#432.921
373	Саши	Саша	PROPN	_	Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#432.921#433.175
374	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#433.175#433.429
375	режим	режим	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#433.429#433.683
376	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	lk1990f-words#@lk1990f#433.683#433.937
377	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#433.937#434.191
378	у	у	ADP	_	_	_	_	_	lk1990f-words#@lk1990f#434.191#434.445
379	него	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	_	_	_	lk1990f-words#@lk1990f#434.445#434.699
380	пять	пять	NUM	_	Case=Nom	_	_	_	lk1990f-words#@lk1990f#434.699#434.953
381	два	два	NUM	_	Case=Nom|Gender=Masc	_	_	_	lk1990f-words#@lk1990f#434.953#435.207
382	работа	работа	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#435.207#435.461
383	как	как	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#435.461#435.715
384	или	или	CCONJ	_	_	_	_	_	lk1990f-words#@lk1990f#435.715#435.969
385	или	или	CCONJ	_	_	_	_	_	lk1990f-words#@lk1990f#435.969#436.223
386	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	lk1990f-words#@lk1990f#436.223#436.477
387	достаточно	достаточно	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#436.477#436.731
388	свободен	свободный	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	lk1990f-words#@lk1990f#436.731#437.0
389	ну	ну	PART	_	_	_	_	_	lk1990f-words#@lk1990f#441.108#441.284
390	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	lk1990f-words#@lk1990f#441.284#441.46
391	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#441.46#441.636
392	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	lk1990f-words#@lk1990f#441.636#441.812
393	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#441.812#441.988
394	регулировать	регулировать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	lk1990f-words#@lk1990f#441.988#442.164
395	свое	свой	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	lk1990f-words#@lk1990f#442.164#442.34
396	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	lk1990f-words#@lk1990f#442.34#442.521
397	угу	уга	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#446.892#447.165
398	угу	уга	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#447.165#447.937
399	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#454.301#454.634
400	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	lk1990f-words#@lk1990f#454.634#454.967
401	спрашиваю	спрашивать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#454.967#455.301
402	когда	когда	SCONJ	_	_	_	_	_	lk1990f-words#@lk1990f#456.17#456.488
403	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	lk1990f-words#@lk1990f#456.488#456.806
404	сам	сам	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#456.806#457.124
405	себя	себя	PRON	_	Case=Acc	_	_	_	lk1990f-words#@lk1990f#457.124#457.443
406	угу	уга	NOUN	_	Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#467.09#467.863
407	а	а	CCONJ	_	_	_	_	_	lk1990f-words#@lk1990f#476.238#476.446
408	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	lk1990f-words#@lk1990f#476.446#476.654
409	монтируешь	монтировать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#476.654#476.862
410	сама?	сама?	PUNCT	_	_	_	_	_	lk1990f-words#@lk1990f#476.862#477.07
411	ну	ну	PART	_	_	_	_	_	lk1990f-words#@lk1990f#487.717#487.964
412	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	lk1990f-words#@lk1990f#487.964#488.211
413	же	же	PART	_	_	_	_	_	lk1990f-words#@lk1990f#488.211#488.458
414	еще	еще	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#488.458#488.705
415	и	и	PART	_	_	_	_	_	lk1990f-words#@lk1990f#488.705#488.952
416	связана	связать	VERB	_	Aspect=Perf|Gender=Fem|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	lk1990f-words#@lk1990f#488.952#489.199
417	так	так	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#489.199#489.446
418	или	или	CCONJ	_	_	_	_	_	lk1990f-words#@lk1990f#489.446#489.693
419	иначе	иначе	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#489.693#489.94
420	с	с	ADP	_	_	_	_	_	lk1990f-words#@lk1990f#489.94#490.187
421	актерской	актерский	ADJ	_	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#490.187#490.434
422	деятельностью	деятельность	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#490.434#490.681
423	как	как	SCONJ	_	_	_	_	_	lk1990f-words#@lk1990f#490.681#490.928
424	раз	раз	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#490.928#491.175
425	видеоформатом	видеоформат	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	lk1990f-words#@lk1990f#491.175#491.422
426	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	lk1990f-words#@lk1990f#491.422#491.669
427	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#491.669#491.916
428	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	lk1990f-words#@lk1990f#491.916#492.163
429	сидишь	сидеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#492.163#492.41
430	монтируешь	монтировать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#492.41#492.657
431	там	там	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#492.657#492.906
432	где-то	где-то	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#493.583#493.841
433	в	в	ADP	_	_	_	_	_	lk1990f-words#@lk1990f#493.841#494.099
434	аймуви	аймувь	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#494.099#494.357
435	или	или	CCONJ	_	_	_	_	_	lk1990f-words#@lk1990f#494.357#494.615
436	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	lk1990f-words#@lk1990f#494.615#494.873
